date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-30 13:25:00,61.11,61.12,60.9,60.84,5658.6,-0.21,-0.34,61.098,61.018,60.54,6691.6,11989.2,9282.57,0.05
2018-03-30 13:20:00,61.29,61.29,61.12,61.11,4352.08,-0.17,-0.28,61.114,60.966,60.494,6489.88,13023.4,9326.32,0.04
2018-03-30 13:15:00,61.09,61.31,61.3,61.05,9397.0,0.21,0.34,61.07,60.855,60.4355,6767.46,13048.8,9380.04,0.08
2018-03-30 13:10:00,61.07,61.25,61.1,61.07,6660.32,0.03,0.05,61.014,60.729,60.366,7715.3,12494.3,9242.15,0.06
2018-03-30 13:05:00,61.0,61.19,61.07,61.0,7390.0,0.07,0.11,61.04,60.619,60.3125,12057.0,12148.9,13380.6,0.06
2018-03-30 11:30:00,60.89,60.98,60.98,60.78,4650.0,0.09,0.15,60.938,60.516,60.21,17286.9,11764.6,13268.0,0.04
2018-03-30 11:25:00,61.09,61.09,60.9,60.9,5740.0,-0.19,-0.31,60.818,60.408,60.112,19556.9,11685.8,13323.2,0.05
2018-03-30 11:20:00,61.25,61.27,61.02,60.95,14136.2,-0.23,-0.38,60.64,60.323,60.0285,19330.1,11889.3,13322.9,0.12
2018-03-30 11:15:00,60.56,61.23,61.23,60.54,28368.7,0.67,1.11,60.444,60.25,59.9415,17273.2,11417.7,12923.0,0.24
2018-03-30 11:10:00,60.39,60.77,60.56,60.38,33539.5,0.17,0.28,60.198,60.13,59.8485,12240.9,9427.95,11731.0,0.28
2018-03-30 11:05:00,60.0,60.48,60.38,60.0,16000.2,0.38,0.63,60.094,60.062,59.784,6242.38,6575.9,10223.7,0.13
2018-03-30 11:00:00,60.04,60.07,60.01,59.99,4606.0,-0.03,-0.05,59.998,60.022,59.724,3814.74,5629.24,9624.1,0.04
2018-03-30 10:55:00,59.98,60.04,60.04,59.97,3851.83,0.06,0.1,60.006,60.016,59.675,4448.54,5711.28,9506.75,0.03
2018-03-30 10:50:00,60.03,60.03,60.0,59.9,3207.0,-0.03,-0.05,60.056,60.003,59.628,5562.18,5990.02,9444.96,0.03
2018-03-30 10:45:00,59.9,60.04,60.04,59.89,3546.88,0.14,0.23,60.062,60.006,59.588,6615.0,14612.2,9430.45,0.03
2018-03-30 10:40:00,60.05,60.08,59.9,59.9,3862.0,-0.15,-0.25,60.03,59.904,59.526,6909.43,14771.3,9412.22,0.03
2018-03-30 10:35:00,60.28,60.28,60.05,59.99,7775.0,-0.23,-0.38,60.046,59.816,59.4715,7443.73,14960.6,9387.58,0.06
2018-03-30 10:30:00,60.05,60.29,60.29,60.03,9420.0,0.24,0.4,60.026,59.734,59.414,6974.03,14756.4,9120.03,0.08
2018-03-30 10:25:00,59.9,60.16,60.03,59.88,8471.13,0.13,0.22,59.95,59.633,59.351,6417.87,14428.2,8808.67,0.07
2018-03-30 10:20:00,59.98,59.98,59.88,59.85,5019.0,-0.1,-0.17,59.95,59.567,59.3095,22609.4,14034.0,8485.71,0.04
2018-03-30 10:15:00,59.96,59.98,59.98,59.72,6533.53,0.02,0.03,59.778,59.506,59.28,22633.2,13871.5,8364.61,0.05
2018-03-30 10:10:00,59.9,59.95,59.95,59.78,5426.47,0.05,0.08,59.586,59.426,59.242,22477.5,13619.0,8156.54,0.05
2018-03-30 10:05:00,60.03,60.03,59.91,59.86,6639.23,-0.12,-0.2,59.442,59.334,59.218,22538.8,13302.2,8161.01,0.06
2018-03-30 10:00:00,60.14,60.24,60.03,60.02,89428.9,-0.11,-0.18,59.316,59.253,59.1925,22438.5,12899.9,8034.05,0.75
2018-03-29 15:00:00,59.02,59.02,59.02,58.97,5138.0,0.0,0.0,59.184,59.17,59.1465,5458.6,4248.69,3709.94,0.04
2018-03-29 14:55:00,59.23,59.24,59.02,59.02,5755.14,-0.21,-0.35,59.234,59.148,59.1605,5109.79,4053.11,3704.17,0.05
2018-03-29 14:50:00,59.35,59.35,59.23,59.17,5732.48,-0.12,-0.2,59.266,59.127,59.1605,4760.36,3814.51,3580.24,0.05
2018-03-29 14:45:00,59.35,59.48,59.28,59.28,6138.2,-0.07,-0.12,59.226,59.094,59.138,4065.67,3483.66,3370.86,0.05
2018-03-29 14:40:00,59.26,59.37,59.37,59.23,4529.18,0.11,0.19,59.19,59.069,59.1085,3361.23,3189.13,3229.93,0.04
2018-03-29 14:35:00,59.17,59.27,59.27,59.03,3393.96,0.1,0.17,59.156,59.052,59.055,3038.78,2937.41,3130.49,0.03
2018-03-29 14:30:00,59.03,59.2,59.18,58.98,4008.0,0.15,0.25,59.062,59.054,59.0105,2996.44,2857.71,3073.94,0.03
2018-03-29 14:25:00,59.09,59.11,59.03,59.03,2259.0,-0.06,-0.1,58.988,59.058,58.9765,2868.66,2694.11,2947.23,0.02
2018-03-29 14:20:00,59.18,59.2,59.1,59.06,2616.0,-0.08,-0.14,58.962,59.102,58.946,2901.66,3019.81,2973.18,0.02
2018-03-29 14:15:00,58.8,59.2,59.2,58.8,2916.96,0.4,0.68,58.948,59.132,58.9185,3017.03,3168.21,2991.1,0.02
2018-03-29 14:10:00,58.79,58.8,58.8,58.69,3182.22,0.01,0.02,58.948,59.123,58.8845,2836.04,3171.2,2995.45,0.03
2018-03-29 14:05:00,58.9,58.91,58.81,58.7,3369.12,-0.09,-0.15,59.046,59.173,58.867,2718.99,3355.23,3053.54,0.03
2018-03-29 14:00:00,59.03,59.11,58.9,58.88,2424.0,-0.13,-0.22,59.128,59.194,58.8435,2519.57,3345.96,3624.33,0.02
2018-03-29 13:55:00,59.18,59.18,59.03,58.9,3192.84,-0.15,-0.25,59.242,59.182,58.8185,3137.97,3258.06,3868.83,0.03
2018-03-29 13:50:00,59.3,59.32,59.2,59.19,2012.0,-0.1,-0.17,59.316,59.148,58.7975,3319.38,3270.72,4043.95,0.02
2018-03-29 13:45:00,59.21,59.4,59.29,59.12,2597.0,0.08,0.14,59.298,59.058,58.7775,3506.36,3323.58,4248.35,0.02
2018-03-29 13:40:00,59.48,59.48,59.22,59.22,2372.0,-0.26,-0.44,59.3,58.967,58.738,3991.47,3290.18,4755.41,0.02
2018-03-29 13:35:00,59.52,59.54,59.47,59.39,5516.0,-0.05,-0.08,59.26,58.895,58.7065,4172.36,3200.35,5329.31,0.05
2018-03-29 13:30:00,59.11,59.48,59.4,59.08,4099.92,0.29,0.49,59.122,58.79,58.6955,3378.16,2926.55,5348.84,0.03
2018-03-29 13:25:00,59.29,59.29,59.11,59.02,2946.88,-0.18,-0.3,58.98,58.705,58.7,3222.06,2813.98,5322.2,0.02
2018-03-29 13:20:00,59.05,59.3,59.3,59.05,5022.56,0.25,0.42,58.818,58.646,58.706,3140.79,2819.7,5419.26,0.04
2018-03-29 13:15:00,58.78,59.02,59.02,58.76,3276.44,0.24,0.41,58.634,58.561,58.715,2588.88,2751.84,5454.23,0.03
2018-03-29 13:10:00,58.67,58.79,58.78,58.51,1545.0,0.11,0.19,58.53,58.493,58.74,2228.34,3902.7,5648.06,0.01
2018-03-29 13:05:00,58.32,58.69,58.69,58.31,3319.44,0.37,0.63,58.458,58.455,58.772,2474.94,4479.6,5898.37,0.03
2018-03-29 11:30:00,58.37,58.42,58.3,58.28,2540.52,-0.07,-0.12,58.43,58.447,58.8055,2405.9,4817.17,6230.05,0.02
2018-03-29 11:25:00,58.54,58.54,58.38,58.37,2263.0,-0.16,-0.27,58.474,58.497,58.849,2498.6,5173.13,6756.12,0.02
2018-03-29 11:20:00,58.43,58.55,58.5,58.42,1473.72,0.07,0.12,58.488,58.509,58.913,2914.8,6220.64,7189.84,0.01
2018-03-29 11:15:00,58.6,58.74,58.42,58.42,2778.04,-0.18,-0.31,58.456,58.518,58.971,5577.06,7458.26,7838.08,0.02
2018-03-29 11:10:00,58.52,58.58,58.55,58.41,2974.24,0.03,0.05,58.452,58.601,59.066,6484.25,7771.14,10103.6,0.02
2018-03-29 11:05:00,58.46,58.67,58.52,58.46,3004.0,0.06,0.1,58.464,58.695,59.088,7228.44,7830.42,10113.2,0.03
2018-03-29 11:00:00,58.26,58.45,58.45,58.23,4344.0,0.19,0.33,58.52,58.766,59.111,7847.65,8018.82,10318.8,0.04
2018-03-29 10:55:00,58.39,58.42,58.34,57.99,14785.0,-0.05,-0.09,58.53,58.869,59.1395,9526.47,8156.62,10414.7,0.12
2018-03-29 10:50:00,58.61,58.78,58.4,58.38,7314.0,-0.21,-0.36,58.58,58.987,59.174,9339.47,7393.42,9956.46,0.06
2018-03-29 10:45:00,58.84,58.89,58.61,58.57,6695.2,-0.23,-0.39,58.75,59.089,59.2085,9058.02,7317.15,9793.76,0.06
2018-03-29 10:40:00,58.52,58.87,58.8,58.45,6100.07,0.28,0.48,58.926,59.164,59.246,8432.41,7642.92,9811.99,0.05
2018-03-29 10:35:00,58.57,58.85,58.5,58.39,12738.1,-0.07,-0.12,59.012,59.201,59.2635,8189.99,8339.1,9698.39,0.11
2018-03-29 10:30:00,59.16,59.2,58.59,58.51,13850.0,-0.57,-0.96,59.208,59.317,59.2895,6786.77,8159.04,9241.54,0.12
2018-03-29 10:25:00,59.5,59.51,59.25,59.07,5906.75,-0.25,-0.42,59.394,59.424,59.31,5447.36,8217.89,8703.99,0.05
2018-03-29 10:20:00,59.21,59.49,59.49,59.21,3567.12,0.28,0.47,59.428,59.531,59.3005,5576.28,12436.1,8552.25,0.03
2018-03-29 10:15:00,59.46,59.51,59.23,59.23,4888.0,-0.23,-0.39,59.402,59.481,59.283,6853.43,12395.9,8463.99,0.04
2018-03-29 10:10:00,59.56,59.7,59.48,59.46,5722.0,-0.08,-0.13,59.39,59.456,59.278,8488.21,12618.8,8364.34,0.05
2018-03-29 10:05:00,59.42,59.7,59.52,59.21,7152.95,0.1,0.17,59.426,59.41,59.27,9531.31,12672.8,8341.59,0.06
2018-03-29 10:00:00,59.37,59.58,59.42,59.29,6551.34,0.05,0.08,59.454,59.361,59.2525,10988.4,12519.5,8105.0,0.05
2018-03-29 09:55:00,59.2,59.38,59.36,59.0,9952.88,0.16,0.27,59.634,59.328,59.237,19296.0,12270.4,8018.48,0.08
2018-03-29 09:50:00,59.62,59.62,59.17,59.12,13061.9,-0.45,-0.75,59.56,59.328,59.2185,17938.4,11981.1,7725.42,0.11
2018-03-29 09:45:00,59.65,59.93,59.66,59.58,10937.5,0.01,0.02,59.522,59.326,59.1975,16749.4,11057.7,7297.83,0.09
2018-03-29 09:40:00,60.32,60.32,59.66,59.66,14438.5,-0.66,-1.09,59.394,59.262,59.166,15814.3,10324.0,6840.19,0.12
2018-03-29 09:35:00,60.3,60.41,60.32,59.77,48089.1,0.02,0.03,59.268,59.196,59.1285,14050.6,9190.08,6208.72,0.4
